class_name,project_name,class_id,class_path,Max-Ruler,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,duplicated_lines_cpd_density,comment_lines_cloc_density
Sketch.java,arduino,AW-XFOWGrInABnR0ba40,arduino-core/src/processing/app/Sketch.java,0,46.0,8.0,8.0,55.96,2.0,1078,7.0,54.0,1.0,55.0,66.0,24.0,2.0,30.0,76,198.0,0.0,38.6996904
NetworkDiscovery.java,arduino,AW-XFOWMrInABnR0ba64,arduino-core/src/cc/arduino/packages/discoverers/NetworkDiscovery.java,0,37.0,5.0,6.0,60.61,2.0,0,5.0,28.0,1.0,39.0,46.0,12.0,3.0,18.0,24,122.0,0.0,25.15337423
NetworkMonitor.java,arduino,AW-XFOWBrInABnR0ba3C,app/src/processing/app/NetworkMonitor.java,0,18.0,9.0,7.0,88.71,1.0,0,16.0,17.0,8.0,28.0,9.0,7.0,3.0,9.0,59,134.0,0.0,2.189781022
NewBoardListener.java,arduino,AW-XFOWBrInABnR0ba29,app/src/processing/app/NewBoardListener.java,0,2.0,53.0,2.0,71.3,1.5,0,6.0,9.0,1.0,12.0,0.0,4.0,2.0,5.0,0,61.0,0.0,33.69565217
InstallerTableCell.java,arduino,AW-XFOWErInABnR0ba4D,app/src/cc/arduino/contributions/ui/InstallerTableCell.java,0,9.0,8.0,4.0,45.28,1.0,0,0.0,6.0,2.0,5.0,4.0,5.0,1.0,4.0,1,30.0,0.0,49.15254237
PACSupportMethods.java,arduino,AW-XFOWLrInABnR0ba6i,arduino-core/src/cc/arduino/net/PACSupportMethods.java,0,3.0,35.0,1.0,100.0,1.0,0,4.0,12.0,1.0,24.0,36.0,9.0,2.0,5.0,0,60.0,0.0,31.81818182
ContributedTargetPackage.java,arduino,AW-XFOWJrInABnR0ba6F,arduino-core/src/cc/arduino/contributions/packages/ContributedTargetPackage.java,0,6.0,14.0,3.0,80.0,1.0,0,3.0,10.0,1.0,7.0,0.0,9.0,0.0,2.0,2,44.0,0.0,38.88888889
LegacyTargetPackage.java,arduino,AW-XFOWHrInABnR0ba5F,arduino-core/src/processing/app/debug/LegacyTargetPackage.java,0,5.0,12.0,2.0,64.12,1.0,0,2.0,6.0,1.0,4.0,0.0,6.0,0.0,2.0,1,32.0,0.0,33.33333333
SerialMonitor.java,arduino,AW-XFOWBrInABnR0ba3A,app/src/processing/app/SerialMonitor.java,0,40.0,4.0,9.0,40.45,2.5,12,10.0,15.0,8.0,33.0,0.0,4.0,2.0,9.0,72,109.0,0.0,14.84375
Platform.java,arduino,AW-XFOWHrInABnR0ba49,arduino-core/src/processing/app/macosx/Platform.java,0,39.0,5.0,7.0,49.13,1.0,281,10.0,19.0,2.0,20.0,83.0,14.0,2.0,9.0,24,97.0,0.0,33.10344828
ContributedLibrary.java,arduino,AW-XFOWJrInABnR0ba5u,arduino-core/src/cc/arduino/contributions/libraries/ContributedLibrary.java,0,27.0,7.0,4.0,45.57,2.0,1,6.0,41.0,2.0,27.0,270.0,25.0,2.0,13.0,11,111.0,0.0,28.84615385
JsonDownloader.java,arduino,AW-XFOWJrInABnR0ba55,arduino-core/src/cc/arduino/contributions/JsonDownloader.java,0,5.0,11.0,2.0,93.75,1.0,2,3.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,6,18.0,0.0,61.70212766
NoInteractionUserInfo.java,arduino,AW-XFOWMrInABnR0ba7M,arduino-core/src/cc/arduino/packages/ssh/NoInteractionUserInfo.java,0,4.0,18.0,3.0,91.55,1.0,0,1.0,7.0,1.0,0.0,15.0,7.0,0.0,1.0,19,31.0,0.0,47.45762712
Mangler.java,arduino,AW-XFOV-rInABnR0ba15,build/shared/tools/Mangler/src/Mangler.java,0,2.0,48.0,2.0,87.85,2.5,1,6.0,9.0,1.0,12.0,0.0,4.0,3.0,9.0,0,50.0,0.0,30.55555556
BoardCloudResolver.java,arduino,AW-XFOWHrInABnR0ba5P,arduino-core/src/processing/app/helpers/BoardCloudResolver.java,0,2.0,74.0,2.0,75.12,2.0,0,11.0,10.0,1.0,24.0,1.0,2.0,4.0,10.0,2,95.0,0.0,25.78125
InstallerJDialogUncaughtExceptionHandler.java,arduino,AW-XFOWErInABnR0ba4H,app/src/cc/arduino/contributions/ui/InstallerJDialogUncaughtExceptionHandler.java,0,10.0,6.0,1.0,100.0,1.0,0,2.0,3.0,1.0,9.0,0.0,2.0,1.0,4.0,1,24.0,0.0,53.84615385
MergeSketchWithBooloader.java,arduino,AW-XFOWMrInABnR0ba68,arduino-core/src/cc/arduino/packages/uploaders/MergeSketchWithBooloader.java,0,2.0,30.0,2.0,88.24,2.5,1,0.0,3.0,1.0,7.0,0.0,1.0,2.0,2.0,0,26.0,0.0,51.85185185
SCP.java,arduino,AW-XFOWMrInABnR0ba7Q,arduino-core/src/cc/arduino/packages/ssh/SCP.java,0,8.0,17.0,2.0,100.0,1.0,1,7.0,17.0,2.0,21.0,0.0,8.0,3.0,9.0,1,80.0,0.0,26.60550459
StubMenuListener.java,arduino,AW-XFOWFrInABnR0ba4a,app/src/cc/arduino/view/StubMenuListener.java,0,2.0,24.0,1.0,100.0,1.0,0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0,14.0,0.0,66.66666667
UnavailableContributedLibrary.java,arduino,AW-XFOWIrInABnR0ba5t,arduino-core/src/cc/arduino/contributions/libraries/UnavailableContributedLibrary.java,0,3.0,48.0,1.0,100.0,1.0,0,2.0,21.0,3.0,3.0,206.0,21.0,0.0,2.0,2,89.0,0.0,24.57627119
UserNotifier.java,arduino,AW-XFOWIrInABnR0ba5Y,arduino-core/src/processing/app/helpers/UserNotifier.java,0,4.0,5.0,2.0,100.0,1.0,0,1.0,5.0,1.0,1.0,10.0,5.0,0.0,0.0,1,12.0,0.0,0.0
LoadVIDPIDSpecificPreferences.java,arduino,AW-XFOWKrInABnR0ba6Y,arduino-core/src/cc/arduino/LoadVIDPIDSpecificPreferences.java,0,2.0,38.0,1.0,100.0,1.5,1,7.0,6.0,1.0,21.0,1.0,2.0,1.0,7.0,0,35.0,0.0,44.44444444
CommandHistory.java,arduino,AW-XFOWBrInABnR0ba2y,app/src/processing/app/CommandHistory.java,0,2.0,84.0,1.0,100.0,9.0,0,1.0,23.0,1.0,18.0,0.0,8.0,2.0,5.0,2,82.0,0.0,43.05555556
SketchTextAreaEditorKit.java,arduino,AW-XFOWCrInABnR0ba3L,app/src/processing/app/syntax/SketchTextAreaEditorKit.java,0,5.0,53.0,2.0,87.36,3.0,0,8.0,1.0,21.0,2.0,0.0,1.0,0.0,4.0,0,204.0,0.0,7.272727273
ConsoleLogger.java,arduino,AW-XFOWCrInABnR0ba3b,app/src/processing/app/helpers/ConsoleLogger.java,0,3.0,20.0,2.0,50.0,1.0,0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0,18.0,0.0,65.38461538
ConsoleProgressListener.java,arduino,AW-XFOWJrInABnR0ba58,arduino-core/src/cc/arduino/contributions/ConsoleProgressListener.java,0,3.0,17.0,2.0,80.0,1.0,0,2.0,3.0,1.0,5.0,0.0,1.0,1.0,4.0,0,16.0,0.0,64.44444444
ContributedHelp.java,arduino,AW-XFOWJrInABnR0ba6D,arduino-core/src/cc/arduino/contributions/packages/ContributedHelp.java,0,2.0,18.0,1.0,100.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,87.5
DefaultUncaughtExceptionHandler.java,arduino,AW-XFOWKrInABnR0ba6c,arduino-core/src/cc/arduino/DefaultUncaughtExceptionHandler.java,0,3.0,13.0,1.0,100.0,1.0,0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1,8.0,0.0,77.77777778
LogFormatter.java,arduino,AW-XFOWCrInABnR0ba3c,app/src/processing/app/helpers/LogFormatter.java,0,3.0,26.0,2.0,62.03,1.0,0,0.0,5.0,2.0,15.0,0.0,2.0,2.0,7.0,0,43.0,0.0,40.27777778
SplashScreenHelper.java,arduino,AW-XFOWFrInABnR0ba4Y,app/src/cc/arduino/view/SplashScreenHelper.java,0,8.0,15.0,2.0,93.14,1.0,1,2.0,15.0,1.0,21.0,0.0,8.0,2.0,10.0,49,71.0,0.0,29.7029703
BuiltInCoreIsNewerCheck.java,arduino,AW-XFOWErInABnR0ba37,app/src/cc/arduino/contributions/BuiltInCoreIsNewerCheck.java,0,10.0,11.0,2.0,87.05,2.0,0,9.0,11.0,1.0,33.0,1.0,3.0,4.0,10.0,0,65.0,0.0,30.10752688
HttpConnectionManager.java,arduino,AW-XFOWLrInABnR0ba6z,arduino-core/src/cc/arduino/utils/network/HttpConnectionManager.java,0,9.0,19.0,1.0,100.0,3.0,0,8.0,13.0,1.0,38.0,0.0,4.0,1.0,18.0,19,115.0,0.0,20.68965517
I18NAwareMessageConsumer.java,arduino,AW-XFOWLrInABnR0ba6q,arduino-core/src/cc/arduino/i18n/I18NAwareMessageConsumer.java,0,2.0,42.0,1.0,100.0,3.0,0,3.0,10.0,1.0,9.0,0.0,5.0,2.0,6.0,11,45.0,0.0,38.35616438
ConsoleOutputStream.java,arduino,AW-XFOWGrInABnR0ba4n,app/src/cc/arduino/ConsoleOutputStream.java,0,8.0,14.0,2.0,97.18,2.0,0,2.0,11.0,3.0,12.0,0.0,5.0,3.0,7.0,18,55.0,0.0,43.29896907
HostDependentDownloadableContribution.java,arduino,AW-XFOWJrInABnR0ba6C,arduino-core/src/cc/arduino/contributions/packages/HostDependentDownloadableContribution.java,0,13.0,7.0,5.0,54.05,1.0,0,3.0,14.0,2.0,7.0,3.0,3.0,2.0,3.0,9,46.0,0.0,43.20987654
BoardPort.java,arduino,AW-XFOWMrInABnR0ba7B,arduino-core/src/cc/arduino/packages/BoardPort.java,0,14.0,13.0,5.0,28.1,1.5,2,5.0,33.0,1.0,18.0,117.0,19.0,4.0,14.0,5,119.0,0.0,27.87878788
ContributedPlatformTableCellEditor.java,arduino,AW-XFOWFrInABnR0ba4O,app/src/cc/arduino/contributions/packages/ui/ContributedPlatformTableCellEditor.java,0,11.0,14.0,2.0,97.36,2.0,0,10.0,15.0,3.0,35.0,7.0,6.0,2.0,18.0,39,98.0,0.0,23.4375
AStyle.java,arduino,AW-XFOWFrInABnR0ba4i,app/src/cc/arduino/packages/formatter/AStyle.java,0,18.0,5.0,3.0,70.14,2.0,7,8.0,7.0,1.0,11.0,2.0,4.0,1.0,10.0,27,51.0,0.0,37.03703704
CIDRUtils.java,arduino,AW-XFOWIrInABnR0ba5l,arduino-core/src/edazdarevic/commons/net/CIDRUtils.java,0,2.0,71.0,2.0,98.61,1.0,0,2.0,16.0,1.0,25.0,3.0,6.0,1.0,29.0,0,84.0,0.0,23.63636364
DropdownInstalledLibraryItem.java,arduino,AW-XFOWDrInABnR0ba3w,app/src/cc/arduino/contributions/libraries/ui/DropdownInstalledLibraryItem.java,0,9.0,6.0,2.0,77.23,1.0,0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2,19.0,0.0,59.57446809
DropdownLibraryOfCategoryItem.java,arduino,AW-XFOWDrInABnR0ba30,app/src/cc/arduino/contributions/libraries/ui/DropdownLibraryOfCategoryItem.java,0,9.0,7.0,2.0,79.57,1.0,0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,4,25.0,0.0,52.83018868
DropdownLibraryOfTypeItem.java,arduino,AW-XFOWDrInABnR0ba3v,app/src/cc/arduino/contributions/libraries/ui/DropdownLibraryOfTypeItem.java,0,9.0,7.0,2.0,76.4,1.0,0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,2,25.0,0.0,52.83018868
DropdownUpdatableLibrariesItem.java,arduino,AW-XFOWDrInABnR0ba3z,app/src/cc/arduino/contributions/libraries/ui/DropdownUpdatableLibrariesItem.java,0,8.0,8.0,2.0,77.45,1.0,0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,2,26.0,0.0,51.85185185
ListComPortsParser.java,arduino,AW-XFOWGrInABnR0ba4s,arduino-core/src/processing/app/windows/ListComPortsParser.java,0,6.0,12.0,3.0,93.1,1.5,0,0.0,7.0,1.0,8.0,0.0,2.0,3.0,8.0,1,30.0,0.0,52.38095238
NoopProgressListener.java,arduino,AW-XFOWJrInABnR0ba59,arduino-core/src/cc/arduino/contributions/NoopProgressListener.java,0,2.0,20.0,1.0,100.0,1.0,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,7.0,0.0,80.0
OnlyFilesWithExtension.java,arduino,AW-XFOWIrInABnR0ba5c,arduino-core/src/processing/app/helpers/filefilters/OnlyFilesWithExtension.java,0,5.0,9.0,4.0,81.13,1.0,0,0.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,4,18.0,0.0,48.57142857
UploaderFactory.java,arduino,AW-XFOWMrInABnR0ba7F,arduino-core/src/cc/arduino/packages/UploaderFactory.java,0,15.0,4.0,5.0,72.67,1.0,0,6.0,5.0,1.0,5.0,0.0,1.0,2.0,0.0,1,19.0,0.0,59.57446809
ContributedTargetPlatform.java,arduino,AW-XFOWKrInABnR0ba6P,arduino-core/src/cc/arduino/contributions/packages/ContributedTargetPlatform.java,0,5.0,9.0,2.0,90.55,1.0,0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5,10.0,0.0,73.68421053
LegacyTargetBoard.java,arduino,AW-XFOWHrInABnR0ba5D,arduino-core/src/processing/app/debug/LegacyTargetBoard.java,0,5.0,21.0,3.0,79.02,1.0,0,5.0,13.0,1.0,16.0,25.0,11.0,1.0,6.0,41,65.0,0.0,24.41860465
LibraryList.java,arduino,AW-XFOWIrInABnR0ba5g,arduino-core/src/processing/app/packages/LibraryList.java,0,13.0,9.0,5.0,55.51,3.0,2,4.0,14.0,5.0,7.0,28.0,8.0,2.0,3.0,36,75.0,0.0,27.18446602
MultiStepProgress.java,arduino,AW-XFOWLrInABnR0ba6s,arduino-core/src/cc/arduino/utils/MultiStepProgress.java,0,3.0,25.0,2.0,91.36,1.0,0,2.0,7.0,1.0,2.0,9.0,7.0,0.0,4.0,0,35.0,0.0,44.44444444
ContributedPlatformReleases.java,arduino,AW-XFOWFrInABnR0ba4S,app/src/cc/arduino/contributions/packages/ui/ContributedPlatformReleases.java,0,2.0,50.0,1.0,100.0,1.5,0,5.0,12.0,1.0,17.0,0.0,7.0,2.0,8.0,1,58.0,0.0,32.55813953
FilteredAbstractTableModel.java,arduino,AW-XFOWErInABnR0ba4E,app/src/cc/arduino/contributions/ui/FilteredAbstractTableModel.java,0,14.0,4.0,3.0,61.17,2.0,0,3.0,3.0,2.0,6.0,1.0,2.0,1.0,3.0,1,20.0,0.0,58.33333333
GUIUserNotifier.java,arduino,AW-XFOWCrInABnR0ba3Y,app/src/processing/app/helpers/GUIUserNotifier.java,0,7.0,8.0,2.0,71.76,1.0,0,3.0,9.0,2.0,5.0,0.0,4.0,1.0,1.0,2,28.0,0.0,30.0
Progress.java,arduino,AW-XFOWLrInABnR0ba6w,arduino-core/src/cc/arduino/utils/Progress.java,0,3.0,14.0,2.0,89.13,1.0,34,0.0,4.0,1.0,0.0,6.0,4.0,0.0,0.0,0,7.0,0.0,80.0
UserLibraryPriorityComparator.java,arduino,AW-XFOWIrInABnR0ba5j,arduino-core/src/processing/app/packages/UserLibraryPriorityComparator.java,0,1.0,71.0,1.0,100.0,1.0,0,3.0,7.0,1.0,9.0,4.0,4.0,1.0,3.0,0,34.0,0.0,45.16129032
AbstractKeyListener.java,arduino,AW-XFOWErInABnR0ba3_,app/src/cc/arduino/contributions/ui/listeners/AbstractKeyListener.java,0,2.0,26.0,1.0,100.0,1.0,0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0,14.0,0.0,66.66666667
ArduinoTokenMakerFactory.java,arduino,AW-XFOWCrInABnR0ba3R,app/src/processing/app/syntax/ArduinoTokenMakerFactory.java,0,2.0,27.0,1.0,100.0,1.0,0,4.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,0,18.0,0.0,60.86956522
BoardReachabilityFilter.java,arduino,AW-XFOWMrInABnR0ba7J,arduino-core/src/cc/arduino/packages/discoverers/network/BoardReachabilityFilter.java,0,5.0,17.0,4.0,86.73,1.0,2,3.0,7.0,2.0,16.0,1.0,3.0,3.0,8.0,0,40.0,0.0,42.02898551
CacheControl.java,arduino,AW-XFOWLrInABnR0ba61,arduino-core/src/cc/arduino/utils/network/CacheControl.java,0,4.0,30.0,1.0,100.0,1.0,0,1.0,16.0,1.0,10.0,21.0,10.0,3.0,7.0,0,68.0,0.0,29.89690722
CategoryPredicate.java,arduino,AW-XFOWErInABnR0ba4K,app/src/cc/arduino/contributions/packages/filters/CategoryPredicate.java,0,5.0,10.0,2.0,92.54,1.0,0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,3,13.0,0.0,68.29268293
CircularBuffer.java,arduino,AW-XFOWCrInABnR0ba3W,app/src/processing/app/helpers/CircularBuffer.java,0,2.0,39.0,2.0,60.45,12.0,4,2.0,19.0,1.0,4.0,2.0,8.0,1.0,8.0,0,60.0,0.0,0.0
CompilerProgressListener.java,arduino,AW-XFOWKrInABnR0ba6b,arduino-core/src/cc/arduino/CompilerProgressListener.java,0,1.0,36.0,1.0,100.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,87.5
CompilerUtils.java,arduino,AW-XFOWKrInABnR0ba6W,arduino-core/src/cc/arduino/CompilerUtils.java,0,2.0,32.0,1.0,100.0,1.0,0,3.0,1.0,1.0,9.0,0.0,1.0,0.0,3.0,0,29.0,0.0,49.12280702
ContributedBoard.java,arduino,AW-XFOWKrInABnR0ba6J,arduino-core/src/cc/arduino/contributions/packages/ContributedBoard.java,0,4.0,9.0,2.0,87.5,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,4.0,0.0,87.5
ContributedLibraryDependency.java,arduino,AW-XFOWIrInABnR0ba5s,arduino-core/src/cc/arduino/contributions/libraries/ContributedLibraryDependency.java,0,5.0,8.0,3.0,74.14,1.0,0,1.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,1,9.0,0.0,75.67567568
ContributedLibraryReleases.java,arduino,AW-XFOWIrInABnR0ba5r,arduino-core/src/cc/arduino/contributions/libraries/ContributedLibraryReleases.java,0,8.0,14.0,2.0,50.72,3.0,0,6.0,17.0,1.0,15.0,14.0,9.0,2.0,9.0,5,67.0,0.0,29.47368421
ContributedLibraryReleasesComparator.java,arduino,AW-XFOWErInABnR0ba31,app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryReleasesComparator.java,0,4.0,17.0,2.0,93.33,1.0,0,3.0,9.0,1.0,6.0,1.0,3.0,1.0,3.0,0,31.0,0.0,47.45762712
ContributedLibraryTableCellEditor.java,arduino,AW-XFOWDrInABnR0ba3u,app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryTableCellEditor.java,0,15.0,10.0,2.0,97.22,2.0,0,10.0,13.0,3.0,29.0,7.0,6.0,2.0,13.0,33,95.0,0.0,24.0
ContributedLibraryTableCellRenderer.java,arduino,AW-XFOWErInABnR0ba32,app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryTableCellRenderer.java,0,40.0,2.0,3.0,42.23,4.5,0,1.0,3.0,1.0,7.0,0.0,1.0,1.0,2.0,22,26.0,0.0,51.85185185
ContributedPlatformTableCellRenderer.java,arduino,AW-XFOWFrInABnR0ba4N,app/src/cc/arduino/contributions/packages/ui/ContributedPlatformTableCellRenderer.java,0,5.0,13.0,1.0,100.0,1.0,0,1.0,3.0,1.0,8.0,0.0,1.0,1.0,2.0,2,26.0,0.0,51.85185185
ContributedToolReference.java,arduino,AW-XFOWKrInABnR0ba6L,arduino-core/src/cc/arduino/contributions/packages/ContributedToolReference.java,0,4.0,15.0,2.0,90.48,1.0,1,3.0,10.0,1.0,8.0,10.0,5.0,3.0,0.0,2,23.0,0.0,54.90196078
DelegatingKeyListener.java,arduino,AW-XFOWErInABnR0ba3-,app/src/cc/arduino/contributions/ui/listeners/DelegatingKeyListener.java,0,2.0,38.0,1.0,100.0,1.0,0,0.0,10.0,1.0,4.0,0.0,4.0,1.0,1.0,0,37.0,0.0,43.07692308
DeleteFilesOnShutdown.java,arduino,AW-XFOWLrInABnR0ba6g,arduino-core/src/cc/arduino/files/DeleteFilesOnShutdown.java,0,4.0,19.0,2.0,95.0,1.5,0,3.0,8.0,1.0,7.0,0.0,4.0,2.0,4.0,0,37.0,0.0,43.07692308
DiscourseFormat.java,arduino,AW-XFOWDrInABnR0ba3i,app/src/processing/app/tools/DiscourseFormat.java,0,10.0,18.0,6.0,50.0,4.5,1,7.0,23.0,1.0,22.0,0.0,4.0,3.0,21.0,45,92.0,0.0,38.25503356
DocumentTextChangeListener.java,arduino,AW-XFOWCrInABnR0ba3X,app/src/processing/app/helpers/DocumentTextChangeListener.java,0,2.0,34.0,2.0,57.35,1.0,0,1.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,7,23.0,0.0,61.66666667
DoubleQuotedArgumentsOnWindowsCommandLine.java,arduino,AW-XFOWJrInABnR0ba5y,arduino-core/src/processing/app/tools/DoubleQuotedArgumentsOnWindowsCommandLine.java,0,3.0,12.0,1.0,100.0,2.0,1,2.0,6.0,2.0,4.0,6.0,4.0,1.0,0.0,1,22.0,0.0,18.51851852
DownloadableContribution.java,arduino,AW-XFOWJrInABnR0ba5-,arduino-core/src/cc/arduino/contributions/DownloadableContribution.java,0,10.0,8.0,3.0,50.54,2.0,0,3.0,11.0,1.0,5.0,33.0,10.0,1.0,3.0,15,32.0,0.0,46.66666667
DownloadableContributionVersionComparator.java,arduino,AW-XFOWJrInABnR0ba50,arduino-core/src/cc/arduino/contributions/DownloadableContributionVersionComparator.java,0,4.0,10.0,2.0,86.67,1.0,0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0,8.0,0.0,77.77777778
DownloadableContributionWithVersionPredicate.java,arduino,AW-XFOWIrInABnR0ba5n,arduino-core/src/cc/arduino/contributions/filters/DownloadableContributionWithVersionPredicate.java,0,4.0,12.0,1.0,100.0,1.0,0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2,13.0,0.0,68.29268293
DropdownAllCoresItem.java,arduino,AW-XFOWErInABnR0ba4M,app/src/cc/arduino/contributions/packages/ui/DropdownAllCoresItem.java,0,9.0,6.0,2.0,91.03,1.0,0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2,14.0,0.0,66.66666667
DropdownAllLibraries.java,arduino,AW-XFOWDrInABnR0ba3x,app/src/cc/arduino/contributions/libraries/ui/DropdownAllLibraries.java,0,15.0,3.0,2.0,83.65,1.0,0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2,14.0,0.0,66.66666667
DropdownCoreOfCategoryItem.java,arduino,AW-XFOWFrInABnR0ba4R,app/src/cc/arduino/contributions/packages/ui/DropdownCoreOfCategoryItem.java,0,7.0,8.0,2.0,93.67,1.0,0,4.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,2,19.0,0.0,59.57446809
DropdownItem.java,arduino,AW-XFOWErInABnR0ba4C,app/src/cc/arduino/contributions/ui/DropdownItem.java,0,5.0,8.0,1.0,100.0,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5.0,0.0,84.84848485
DropdownUpdatableCoresItem.java,arduino,AW-XFOWFrInABnR0ba4Q,app/src/cc/arduino/contributions/packages/ui/DropdownUpdatableCoresItem.java,0,6.0,9.0,2.0,95.12,1.0,0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0,16.0,0.0,63.63636364
EmptyContributionIndex.java,arduino,AW-XFOWKrInABnR0ba6N,arduino-core/src/cc/arduino/contributions/packages/EmptyContributionIndex.java,0,1.0,42.0,1.0,100.0,1.0,0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0,10.0,0.0,73.68421053
EmptyLibrariesIndex.java,arduino,AW-XFOWJrInABnR0ba5w,arduino-core/src/cc/arduino/contributions/libraries/EmptyLibrariesIndex.java,0,1.0,44.0,1.0,100.0,1.0,0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0,10.0,0.0,73.68421053
EventListener.java,arduino,AW-XFOWFrInABnR0ba4c,app/src/cc/arduino/view/EventListener.java,0,1.0,36.0,1.0,100.0,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,87.5
FileExecutablePredicate.java,arduino,AW-XFOWLrInABnR0ba6l,arduino-core/src/cc/arduino/filters/FileExecutablePredicate.java,0,3.0,14.0,1.0,100.0,1.0,0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2,9.0,0.0,75.67567568
FileNameExtensionFilter.java,arduino,AW-XFOWDrInABnR0ba3l,app/src/processing/app/javax/swing/filechooser/FileNameExtensionFilter.java,0,2.0,48.0,2.0,50.0,1.0,1,0.0,10.0,2.0,7.0,0.0,3.0,3.0,6.0,0,39.0,0.0,0.0
Language.java,arduino,AW-XFOWLrInABnR0ba6o,arduino-core/src/cc/arduino/i18n/Language.java,0,3.0,19.0,2.0,98.25,1.0,101,0.0,4.0,1.0,1.0,0.0,3.0,1.0,3.0,4,21.0,0.0,57.14285714
LegacyUserLibrary.java,arduino,AW-XFOWIrInABnR0ba5h,arduino-core/src/processing/app/packages/LegacyUserLibrary.java,0,8.0,8.0,3.0,62.1,1.0,0,3.0,4.0,2.0,4.0,0.0,4.0,0.0,2.0,4,28.0,0.0,50.87719298
LibraryOfSameTypeComparator.java,arduino,AW-XFOWErInABnR0ba35,app/src/cc/arduino/contributions/libraries/LibraryOfSameTypeComparator.java,0,6.0,9.0,3.0,76.92,1.0,0,1.0,6.0,1.0,6.0,0.0,1.0,1.0,0.0,4,21.0,0.0,57.14285714
LibraryTypeComparator.java,arduino,AW-XFOWErInABnR0ba34,app/src/cc/arduino/contributions/libraries/LibraryTypeComparator.java,0,3.0,20.0,1.0,100.0,1.0,0,0.0,7.0,1.0,4.0,1.0,3.0,1.0,1.0,2,24.0,0.0,53.84615385
MessageConsumer.java,arduino,AW-XFOWHrInABnR0ba5K,arduino-core/src/processing/app/debug/MessageConsumer.java,0,3.0,14.0,3.0,87.5,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,0.0,87.5
MessageConsumerOutputStream.java,arduino,AW-XFOWKrInABnR0ba6Z,arduino-core/src/cc/arduino/MessageConsumerOutputStream.java,0,2.0,38.0,1.0,100.0,1.0,0,3.0,6.0,3.0,12.0,0.0,4.0,1.0,5.0,0,34.0,0.0,45.16129032
MonitorFactory.java,arduino,AW-XFOWFrInABnR0ba4k,app/src/cc/arduino/packages/MonitorFactory.java,0,5.0,10.0,5.0,42.65,1.0,0,4.0,3.0,1.0,4.0,0.0,1.0,2.0,0.0,6,16.0,0.0,65.2173913
MyConfigurableCaret.java,arduino,AW-XFOWCrInABnR0ba3P,app/src/processing/app/syntax/MyConfigurableCaret.java,0,1.0,23.0,1.0,100.0,1.0,0,2.0,4.0,6.0,4.0,0.0,1.0,1.0,0.0,0,17.0,0.0,0.0
MyStreamPumper.java,arduino,AW-XFOWKrInABnR0ba6X,arduino-core/src/cc/arduino/MyStreamPumper.java,0,4.0,27.0,2.0,99.09,1.0,0,2.0,7.0,1.0,5.0,2.0,4.0,2.0,4.0,3,40.0,0.0,58.33333333
